text,label
"Great food and service, huge portions and they give a military discount.",1
say bye bye to your tip lady!,0
I came back today since they relocated and still not impressed.,0
Virgin Wireless rocks and so does this cheap little phone!,1
"He is almost unbearable to watch on screen, he has little to no charisma, and terrible comedic timing.  ",0
It fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal.,1
Exceptionally bad!  ,0
It's a campy sort of film that's a joy to watch.  ,1
We loved the biscuits!!!,1
This pair of headphones is the worst that I have ever had sound-wise.,0
"I was very uneasy with how bad this movie was, but not scared at all.  ",0
About half way through this film I started to dislike it.  ,0
"I have to use the smallest earpieces provided, but it stays on pretty well.",1
This is one of the worst Sandra Bullock movie since Speed 2 But not quite that bad.  ,0
Piece of trash.,0
The CG opening sequence in space looked like it could have been created on Microsoft Slideshow for God's sake!  ,0
Everything was good and tasty!,1
"It showed exactly how the government and the scientist argued for humanity and the reasons of the ""gadget"".  ",1
The lead man is charisma-free.  ,0
This is a VERY average phone with bad battery life that operates on a weak network.,0
"I connected my wife's bluetooth,(Motorola HS850) to my phone and it worked like a charm whether the phone was in my pocket or the case.",1
So flavorful and has just the perfect amount of heat.,1
"With the originality and freshness of the first movie now spent, this remake had little else to offer.  ",0
Excellent starter wireless headset.,0
The waiter wasn't helpful or friendly and rarely checked on us.,0
Must have been an off night at this place.,0
Great software for Motorolas.,1
I can take a little bad service but the food sucks.,0
It is simple to use and I like it.,1
"The staff are great, the ambiance is great.",1
The interplay between Martin and Emilio contains the same wonderful chemistry we saw in Wall Street with Martin and Charlie.  ,1
The pairing of the two devices was so easy it barely took a couple minutes before I started making calls with the voice dialing feature.,1
I'm very disappointed with my decision.,0
Didn't laugh or even smile once.  ,0
"Best service and food ever, Maria our server was so good and friendly she made our day.",1
This phone might well be the worst I've ever had in any brand.,0
The construction of the headsets is poor.,0
"I would recommend purchasing the Jabra JX-10 series 2 which works flawlessly with my Moto Q, go figure.",1
"A couple of months later, I returned and had an amazing meal.",1
I felt as though her going to Ireland did absolutely nothing whatsoever.  ,0
"Overall, I was very disappointed with the quality of food at Bouchon.",0
The majority of the Logitech earbud headsets failed.,0
It was a very superficial movie and it gave me the feeling that I was watching play rather than a film.  ,0
This phone tries very hard to do everything but fails at it's very ability to be a phone.,0
"For those that haven't seen it, don't waste your time!  ",0
A good time!,1
And I really did find them funny.  ,1
The Ngage is still lacking in earbuds.,0
Won't ever go here again.,0
It was clear that she had the range and ability to pull off this part.  ,1
"Both actors truly understand and become their particular character, delivering a convincing, sincere performance.  ",1
WARNING - DO NOT BUY!!.,0
Waited 2 hours & never got either of our pizzas as many other around us who came in later did!,0
"The sangria was about half of a glass wine full and was $12, ridiculous.",0
I'm returning them.,0
Great food.,1
Horrible - don't waste your time and money.,0
"Not to mention the combination of pears, almonds and bacon is a big winner!",1
The warmth it generates is in contrast to its austere backdrop.  ,1
[...] down the drain because of a weak snap!,0
"I might have gotten a defect, but I would not risk buying it again because of the built quality alone.",0
"To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.",0
I as well would've given godfathers zero stars if possible.,0
"The service was a little slow , considering that were served by 3 people servers so the food was coming in a slow pace.",0
Good prices.,1
We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,1
Worst food/service I've had in a while.,0
They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.,1
":-)Oh, the charger seems to work fine.",1
"REAL sushi lovers, let's be honest - Yama is not that good.",0
This game rocks.  ,1
Earbud piece breaks easily.,0
I sat riveted to the TV screen.  ,1
The volume switch rocketed out of the unit to a destination unknown.,0
I love this cable - it allows me to connect any mini-USB device to my PC.,1
Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.,1
The delivery was on time.,1
"It is super charged up for use as a small hybrid palmtop/camera/cellphone, and excels in those roles.",1
"Great price, too!",1
"You learn a lot about the real inside emotions of people in this movie, and a lot about the movie business itself.  ",1
"I LOVED their mussels cooked in this wine reduction, the duck was tender, and their potato dishes were delicious.",1
Reasonably priced also!,1
And generally the lines and plot is weaker than the average episode.  ,0
The menu had so much good stuff on it i could not decide!,1
I got home to see the driest damn wings ever!,0
One of the worst shows of all time.  ,0
I even dropped this phone into a stream and it was submerged for 15 seconds and it still works great!,1
"Clear Skype Calls, Long Battery Life, Long Range.",1
Fantastic service here.,1
Go To Place for Gyros.,1
"Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.",0
When I saw it in the theater I thought I was going to be sick.  ,0
Who in their right mind is gonna buy this battery?.,0
After receiving and using the product for just 2 days it broke.,0
"Yeah, the movie pretty much sucked.  ",0
I loved the bacon wrapped dates.,1
"The characters are interesting and you want to find out more about them the longer the movie goes on, and I think people will be surprised by who does and doesn't make it.  ",1
"A mature, subtle script that suggests and occasionally brings into dramatic focus the underlying tensions is well served by perfect performances (apart from the odd inappropriate smiling that Keira Knightley is prone to, though perhaps under direction this time as the other characters themselves often mention it).  ",1
I won't be back.,0
My 8/10 score is mostly for the plot.  ,1
"Took an hour to get our food only 4 tables in restaurant my food was Luke warm, Our sever was running around like he was totally overwhelmed.",0
Very Dissapointing Performance.,0
I bought this phone as a replacement for my StarTac and have regretted it since.,0
Arrived quickly and much less expensive than others being sold.,1
Great place to have a couple drinks and watch any and all sporting events as the walls are covered with TV's.,1
Very friendly staff.,1
But now I was completely grossed out.,0
"The film has great actors, a master director, a significant theme--at least a would-be significant theme, undertone of fifties existential world-weariness, aerial scenes that ought to have thrilled both senses and imagination, and characters about which one might deeply care.  ",1
We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,1
Now this dish was quite flavourful.,1
What a piece of junk.. I lose more calls on this phone.,0
This movie is so awesome!  ,1
"As for the ""mains,"" also uninspired.",0
I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area (;,1
I love this place.,1
doesn't last long.,0
"The burger is good beef, cooked just right.",1
The picture resolution is far below what other comparably-priced phones are offering today.,0
Pretty good beer selection too.,1
"They do not last forever, but is not overly expensive to replace.Easy to operate and the sound is much better than others I have tried.",1
It is easy to turn on and off when you are in the car and the volume controls are quite accessable.,1
I advise you to look out for it.  ,1
"Aailiyah was pretty good as Akasha, in places compelling (her first entrance and mini dance scene).  ",1
The food was excellent and service was very good.,1
"Host staff were, for lack of a better word, BITCHES!",0
Poor Construction.,0
Also its slim enough to fit into my alarm clock docking station without removing the case.,1
"Crash is a depressing little nothing, that provokes emotion, but teaches you nothing if you already know racism and prejudice are bad things.  ",0
"Of all the dishes, the salmon was the best, but all were great.",1
The service was extremely slow.,0
The price was very good and with the free shipping and all it was a good purchase.,1
I've also had problems with the phone reading the memory card in which I always turn it on and then off again.,0
"People who like European films and ""art movies"" will like this movie.  ",1
The sweet potato fries were very good and seasoned well.,1
And if that isn't enough of a mess of a movie for you - the picture is also marred with a constant use of studio sets and indoor exteriors.  ,0
Food was below average.,0
Nice ambiance.,1
It even has its sweet moments.  ,1
I have been very satisfied with this cell phone from day one.,1
Cooked to perfection and the service was impeccable.,1
The service was poor and thats being nice.,0
"Needless to say, I won't be going back anytime soon.",0
WELL IM SATISFIED.,1
"I particularly remember my senses being assaulted by strident cords of music that would blare out with very little warning, and even less meaning.  ",0
So don't go there if you are looking for good food...,0
I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.,0
"I always order from the vegetarian menu during dinner, which has a wide array of options to choose from.",1
Case was more or less an extra that I originally put on but later discarded because it scratched my ear.,0
We watched our waiter pay a lot more attention to other tables and ignore us.,0
This is the kind of money that is wasted properly.  ,1
Love this product.,1
If you plan to use this in a car forget about it.,0
This phone is slim and light and the display is beautiful.,1
"It is wonderful and inspiring to watch, and I hope that it gets released again on to video or DVD.  ",1
I *heart* this place.,1
The script iswas there a script?  ,0
Extremely Tasty!,1
Kind of flops around.,0
This is the place where I first had pho and it was amazing!!,1
"I really do recommend this place, you can go wrong with this donut place!",1
"I am so pleased to know such a modern day genius is out there , letting is passion for Art drive him and taking us as an audience with him.  ",1
Not worth it.,0
"But above all the exquisite visual composition of each moment, with inventive and elegant use of close-up, camera angle and lighting, including pointillistic faux home movie footage, is a wonder and joy to behold.  ",1
Over rated.,0
Tom Wilkinson broke my heart at the end... and everyone else's judging by the amount of fumbling for hankies and hands going up to faces among males and females alike.  ,1
you could only take 2 videos at a time and the quality was very poor.,0
These were so good we ordered them twice.,1
lightweight and works well.,1
"It's too bad that everyone else involved didn't share Crowe's level of dedication to quality, for if they did, we'd have a far better film on our hands than this sub-par mess.  ",0
Sooooo good!!,1
"Still, it makes up for all of this with a super ending that depicts a great sea vessel being taken out by the mighty frost.  ",1
Great product for the price!.,1
"Overall, I would recommend this phone over the new Walkman.",1
"The microphone also works well, but (according to people I have called) it applifies everything.",1
BT50 battery junk!.,0
I recently had problems where I could not stay connected for more than 10 minutes before being disconnected.,0
Lots of holes in the script.  ,0
It deserves strong love.  ,1
This movie has a cutting edge to it.  ,1
The last 15 minutes of movie are also not bad as well.  ,1
"I think the most wonderful parts (literally, full of ""wonder"") are the excerpts from his works.  ",1
The RI style calamari was a joke.,0
The acting is beyond abysmal.  ,0
I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.,0
The story line is totally predictable.  ,0
The reception is excellent!,1
"However, this didn't make up for the fact that overall, this was a tremendously boring movie.  ",0
you can watch them preparing the delicious food!),1
My friend did not like his Bloody Mary.,0
I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.,0
"Overall, I don't think that I would take my parents to this place again because they made most of the similar complaints that I silently felt too.",0
Disapointing Results.,0
the spaghetti is nothing special whatsoever.,0
Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.,0
Excellent short film.  ,1
Constantine gives everything the right intensity and seems to have a good understanding of the underlying psychological motivations.  ,1
"And, FINALLY, after all that, we get to an ending that would've been great had it been handled by competent people and not Jerry Falwell.  ",0
The volume for the ringer is REAL good (you have choices how loud).,1
It was so funny.  ,1
Not too screamy not to masculine but just right.  ,1
"Lobster Bisque, Bussell Sprouts, Risotto, Filet ALL needed salt and pepper..and of course there is none at the tables.",0
I think that it is a must see older John Wayne film.  ,1
This is a beautiful phone.,1
the phone was unusable and was not new.,0
"Schrader has made a resume full of lousy, amateurish films.  ",0
Doesn't Work.,0
I don't like this Nokia either.,0
O my gosh the best phone I have ever had.,1
Now imagine that every single one of those decisions was made wrong.  ,0
I advise EVERYONE DO NOT BE FOOLED!,0
"The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed.",0
The only downside is the service.,0
Nothing special.,0
"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!",1
"The tracfonewebsite is user friendly and makes it easy toactivate, etc.",1
Works like a charm; it work the same as the one I got with the phone.,1
"I have been in more than a few bars in Vegas, and do not ever recall being charged for tap water.",0
I got the aluminum case for my new Palm VX and it worked really well--it has protected my handheld perfectly so far.,1
"In fact, I liked it better than Interview With a Vampire and I liked this Lestat (Stuart Townsend) better than Cruise's attempt.  ",1
"The service was terrible, food was mediocre.",0
"How this piece of trash was ever released is beyond me: the acting, the story, the characters, the supposedly special effects, etc...it's ALL wrong.  ",0
"The ambiance here did not feel like a buffet setting, but more of a douchey indoor garden for tea and biscuits.",0
Great audio!.,1
It fits my ear well and is comfortable on.,1
Today the graphics are crap.  ,0
Works like a charm.. Works as advertised.,1
this is the worst sushi i have ever eat besides Costco's.,0
This movie is a good and humorous comment on life in 2006.  ,1
"Trouble is, the writing and directing make it impossible to establish those things that make a movie watchable, like character, story, theme and so on.  ",0
"I had ordered a motorola data cable, got a very well finished and working product.",1
Great Product.,1
I ordered this for sony Ericsson W810i but I think it only worked once (thats when I first used it).,0
Horrible phone.,0
"It lasts less than 3o minutes, if I actually try to use the phone.My wife has the same phone with the same problem.",0
Those burgers were amazing.,1
I guess I liked the details of his dysfunction--he was believable.  ,1
The place was not clean and the food oh so stale!,0
This is a great deal.,1
-Drinks took close to 30 minutes to come out at one point.,0
"Her lines seem to have been WRITTEN by a fifteen year old, though they are trying oh so, so hard to sound like how a fifteen year old would really, um, you know, well... talk.  ",0
Now you know why I gave it a 10+!  ,1
"At a time when it seems that film animation has been dominated by Disney/Pixar's CGI masterpieces, it is both refreshing and comforting to know that Miyazaki is still relying on traditional hand-drawn animation to tell his charming and enchanting stories.  ",1
The food was outstanding and the prices were very reasonable.,1
But I don't like it.,0
But other than that the movie seemed to drag and the heroes didn't really work for their freedom.  ,0
"First off the reception sucks, I have never had more than 2 bars, ever.",0
"The ripped banana was not only ripped, but petrified and tasteless.",0
The good cinematography also makes her and Monica Bellucci look very beautiful.  ,1
Service was fine and the waitress was friendly.,1
"For the price on Amazon, it is an excellent product, which I would highly recommend.",1
It came free with a DVD player I bought but I still turned the thing off halfway through because I was embarrassed for Howell.  ,0
"It was so bad, I had lost the heart to finish it.",0
I bought this to use with my Kindle Fire and absolutely loved it!,1
Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!,1
Disappointed with battery.,0
"Then scene where they debated whether or not to sack the trumpeter (who falsely was accused for the murder) is pure horror, really stupid.  ",0
"The opening sequence of this gem is a classic, and the cat n mouse games that follow are a delight to watch.  ",1
I recently tried Caballero's and I have been back every week since!,1
"In fact, this stinker smells like a direct-to-video release.  ",0
"I wouldn't say they're worth 2 hours of your time, though.  ",0
Google mediocre and I imagine Smashburger will pop up.,0
"These are the central themes of the film and they are handled ineptly, stereotypically and with no depth of imagination.  ",0
the worst phone from samsung...crap..... this crappy Samsung E715.. is the worst i have ever seeen.,0
5 stars for the brick oven bread app!,1
The sound is clear and the people I talk to on it are amazed at the quality too.,1
"After watching this film, I wanted to learn more about the works of this artist.  ",1
I totally and absolutely recommend this movie to anyone who likes good wholesome family movies because that is exactly what this is.  ,1
The real disappointment was our waiter.,0
Highly entertaining at all angles.  ,1
Food is way overpriced and portions are fucking small.,0
And don't even get me started on the jerky camerawork.  ,0
I'll definitely be in soon again.,1
"It probably would have been better if the director hadn't spent most of the movie showcasing his own art work, which really isn't that noteworthy.  ",0
"Helen Baxendale is a very credible lady Macbeth who can be very cheerfull at times and sometimes she just looks like a naughty girl, but deadly in her taste for blood and evil.  ",1
"Unfortunately, it was not good.",0
What a great double cheeseburger!,1
"It's so stupid to have to keep buying new chargers, car chargers, cradles, headphones and car kits every time a new phone comes out.",0
"I don't know what happened in Season Five, what a mess.  ",0
Meredith M was better than all right.  ,1
I'll give this film 10 out of 10!  ,1
"Aside from it's terrible lead, this film has loads of other debits.  ",0
"If you look for authentic Thai food, go else where.",0
It is a really good show to watch.  ,1
A FLY was in my apple juice.. A FLY!!!!!!!!,0
One of the most disappointing aspects is the lack of notable gore.  ,0
"Both films are terrible, but to the credit of the 1986 version, it was watchable.  ",0
The instructions didn't explain that a microphone jack could be used.,0
Crostini that came with the salad was stale.,0
This place is hands-down one of the best places to eat in the Phoenix metro area.,1
It doesn't work in Europe or Asia.,0
Hopefully this bodes for them going out of business and someone who can cook can come in.,0
My first visit to Hiro was a delight!,1
It was just too horrible.  ,0
I would highly recommend this product.,1
Dessert: Panna Cotta was amazing.,1
Just reading on the specs alone makes you say WOW.,1
I don't think I've ever seen a movie half as boring as this self-indulgent piece of junk.  ,0
"The writer, Gorman Bechard, undoubtedly did his homework because all references are industry and character-age appropriate.  ",1
An absolute must visit!,1
The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.,0
"Light weight, I hardly notice it is there.",1
A great film by a great director.  ,1
Everything about this product is wrong.First,0
I would highly recommend this.,1
Excellently produced by one of Sci-fi's best producers Scot Vandiver !  ,1
Very pleased with this headset.,1
The scripting of the subtle comedy is unmatched by any movie in recent years.  ,1
Not enough volume.,0
"I have this phone and it is a thorn in my side, I really abhor it.",0
See it with your kids if you have a chance--it will open up some amazing dialog about how far race relations have come in the last 50 years.  ,1
If you are Razr owner...you must have this!,1
"Plus, I seriously do not believe it is worth its steep price point.",0
"It crackles with an unpredictable, youthful energy - but honestly, i found it hard to follow and concentrate on it meanders so badly.  ",0
The crêpe was delicate and thin and moist.,1
One of my favorite purchases ever.,1
This is an Outstanding little restaurant with some of the Best Food I have ever tasted.,1
I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.,0
"The deal included 5 tastings and 2 drinks, and Jeff went above and beyond what we expected.",1
This item is fantastic and works perfectly!,1
Yet Plantronincs continues to use the same flawed charger design.,0
DELICIOUS!!,1
Bland... Not a liking this place for a number of reasons and I don't want to waste time on bad reviewing.. I'll leave it at that...,0
This is truly an art movie--it actually has a lot of art in it.  ,1
That company is a joke.,0
It has been a winner for us.,1
It's a long time since I was so entertained by a movie.  ,1
Crust is not good.,0
I've lived here since 1979 and this was the first (and last) time I've stepped foot into this place.,0
Everything worked on the first try.The device was certainly engineered in a clever way and the construction feels good.,1
"It holds a charge for a long time, is reasonably comfortable under long-wearing conditions and the quality of sound is tremendous.",1
I exchanged the sony ericson z500a for this and I'm pretty happy with that decision.,1
My drink was never empty and he made some really great menu suggestions.,1
The potatoes were like rubber and you could tell they had been made up ahead of time being kept under a warmer.,0
"I still maintain that monkeys shouldn't make headphones, we just obviously don't share enough DNA to copy the design over to humans.",0
Good Service-check!,1
"the story which was told so eloquently by Francis ford Coppola 25 years earlier, really unfolds gradually and leaves room for the characters to develop.  ",1
Its a total package.,1
"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",0
Eew... This location needs a complete overhaul.,0
This phone is very fast with sending any kind of messages and web browsing is significantly faster than previous phones i have used.,1
"Good value, works fine - power via USB, car, or wall outlet.",1
Now I know that I made a wise decision.,1
2 Thumbs Up!!,1
"The very idea of it was lame - take a minor character from a mediocre PG-13 film, and make a complete non-sequel while changing its tone to a PG-rated family movie.  ",0
The telephone repair man was really funny and his reactions to the nuts and bitchy boss were truly genuine.  ,1
I don't think there are any redeeming qualities in this remake.  ,0
Very disappointing.,0
This film has no redeeming features.  ,0
Her role was played well.  ,1
"If you see it, you should probably just leave it on the shelf.  ",0
Lucy Bell is so much higher than this crap and for her to sink this low is quite depressing.  ,0
"Camerawork - again, bad.  ",0
What I really like there is the crepe station.,1
What a waste.,0
much better than the hard plastic cases.,1
"Angus Scrimm also turns in a good performance in a somewhat brief but memorable role as the gently menacing, violin-playing anatomist Doctor Quinn.  ",1
Editing: The editing of this film was phenomenal in my opinion.  ,1
Sprint - terrible customer service.,0
This one just fails to create any real suspense.  ,0
"I don't know exactly what it is about this movie, but we latched on to this endearing movie and it has become a special part of our family's memories.  ",1
The staff are also very friendly and efficient.,1
"***SPOILERS*** Whatever else can (or can't) be said about it, SURFACE is superbly crafted.  ",1
"Being a 90's child, I truly enjoyed this show and I can proudly say that I enjoyed it big time and even more than the classical WB cartoons.  ",1
This place is way too overpriced for mediocre food.,0
I just saw this film and I recommend it.  ,1
"However, there was so much garlic in the fondue, it was barely edible.",0
I am very impressed with the job that Motorola did on the sturdiness of this phone.,1
They have great dinners.,1
The secondary plot line is incomprehensible and its relation to the primary plot line is mystifying.  ,0
Would not go back.,0
"While you don't yet hear Mickey speak, there are tons of sound effects and music throughout the film--something we take for granted now but which was a huge crowd pleaser in 1928.  ",1
"It is an hour and half waste of time, following a bunch of very pretty high schoolers whine and cry about life.  ",0
"Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.",0
This movie totally grates on my nerves.  ,0
They were excellent.,1
Waste of 13 bucks.,0
Also makes it easier to hold on to.,1
"Yes, I am simplifying things here for the sake of brevity, for this really is at the core of the problems with this film - it has too much going on without any real, fulfilling explanation.  ",0
Im in AZ all the time and now have my new spot.,1
The movie is terribly boring in places.  ,0
The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,1
Blue Ant is easy to use.,1
All the other cases I've tried normally fall apart after a few months but this one seems to be in for the long haul.,1
Really pleased with this product so far.,1
Always a pleasure dealing with him.,1
"Of course, the acting is blah.  ",0
"I've had no trouble accessing the Internet, downloading ringtones or performing any of the functions.",1
Up there with the best of Melville.  ,1
There's really nothing bad I can say about this headset.,0
I will not be eating there again.,0
I think this restaurant suffers from not trying hard enough.,0
So Far So Good!.,1
I have had problems wit hit dropping signal and more.,0
"It is cheap, and it feel and look just as cheap.",0
"Reaching for the bottom row is uncomfortable, and the send and end keys are not where I expect them to be.3.",0
My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.,1
clipping this to your belt will deffinitely make you feel like 50 cent's up-and-coming.,1
It Was So Cool.  ,1
Disappointing accessory from a good manufacturer.,0
I love the look and feel of Samsung flipphones.,1
"I can barely ever hear on it and am constantly saying ""what?""",0
"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",1
"There are many continuity errors: one other user commented on different cars in the garage, Joe's glasses...the one that got to me the most was the fact Joe's facial hair configuration seemed to change from scene to scene.  ",0
How awful she is!  ,0
"Elias Koteas,Jack Palance play good roles Angelina is hot and gets naked.Billy Drago appears in this and is cool as usual + a cameo by Sven ole Thorsen helps make this a very enjoyable movie with good acting and a decent budget.  ",1
After two I felt disgusting.,0
"Plus, with the movie's rather modest budget and fast running time, it does an amazing job!  ",1
Avoid at all costs.  ,0
Best tater tots in the southwest.,1
THERE IS NO PLOT OR STORYLINE!!  ,0
His losing his marbles so early in the proceedings is totally implausible and unconvincing.  ,0
Then I had to continue pairing it periodically since it somehow kept dropping.,0
I probably won't be coming back here.,0
We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).,0
So we went to Tigerlilly and had a fantastic afternoon!,1
CONCLUSION: Very filling meals.,1
Bad Quality.,0
"Lordy, the Khao Soi is a dish that is not to be missed for curry lovers!",1
REALLY UGLY.,0
"The design is very odd, as the ear ""clip"" is not very comfortable at all.",0
When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.,1
Timely shipment and quality product.,1
"I didn't want the clip going over the top of my ear, causing discomfort.",0
Great character actors Telly Savalas and Peter Boyle.  ,1
Car charger as well as AC charger are included to make sure you never run out of juice.Highy recommended,1
I thought it was bad.  ,0
I liked the patio and the service was outstanding.,1
"Steer clear of this product and go with the genuine Palm replacementr pens, which come in a three-pack.",0
I swung in to give them a try but was deeply disappointed.,0
I believe the screenwriter did a good job of tying up the loose ends.  ,1
Never going back.,0
Cinematography noteworthy including fine views of Barcelona and its famed Gaudi towers.  ,1
"It isn't even an achievement as a ""so-bad-it's-good"" or ""so-bad-it's-memorable"" movie.  ",0
Don't be afraid of subtitles........ its worth a little aversion therapy 10/10  ,1
don't waste your money.,0
Paolo Sorrentino has written a wonderful story about loneliness and Tony has built one of the most unforgettable characters seen in movies in recent years.  ,1
"During several different 2 minute calls, I experienced 5 drops and it was in an area that had 5 bars.",0
Very good phone.,1
Very easy to use.,1
It kept getting worse and worse so now I'm officially done.,0
It's this pandering to the audience that sabotages most of his films.  ,0
""" With great sound effects, and impressive special effects, I can't recommend this movie enough.  ",1
Excellent product.,1
Con: spotty service.,0
"If it were possible to give them zero stars, they'd have it.",0
See it.  ,1
I love being able to use one headset for both by land-line and cell.,1
10/10  ,1
"Another note about this phone's appearance is that it really looks rather bland, especially in the all black model.",0
My ribeye steak was cooked perfectly and had great mesquite flavor.,1
Ordered burger rare came in we'll done.,0
"However, my recent experience at this particular location was not so good.",0
"Very, very sad.",0
Too politically correct.  ,0
"I like Armand Assante & my cable company's summary sounded interesting, so I watched it, twice already, and probably will again.  ",1
"The chains, which I'm no fan of, beat this place easily.",0
"They have a good selection of food including a massive meatloaf sandwich, a crispy chicken wrap, a delish tuna melt and some tasty burgers.",1
Phone falls out easily.,0
"The writers were ""smack on"" and I think the best actors and actresses were a bonus to the show.These characters were so real.  ",1
Do not make the same mistake as me.,0
"If you are looking for a good quality Motorola Headset keep looking, this isn't it.",0
Poor quality.,0
I'm not sure what he was trying to do with this film.  ,0
Avoid at all cost!,0
"I started this review with two stars, but I'm editing it to give it only one.",0
None of the three sizes they sent with the headset would stay in my ears.,0
I did not expect this to be so good!,1
"In summary, this was a largely disappointing dining experience.",0
I wasn't really impressed with Strip Steak.,0
I paid too much.  ,0
"I really wanted the Plantronics 510 to be the right one, but it has too many issues for me.The good",0
The result is a film that just don't look right.  ,0
This product had a strong rubber/petroleum smell that was unbearable after a while and caused me to return it,0
This phone is pretty sturdy and I've never had any large problems with it.,1
Love this headset!,1
Avoid at ALL costs!  ,0
I liked the way Dustin Hoffman's character was ready to do just about everything to stay with his son.  ,1
Great food and great service in a clean and friendly setting.,1
Great choice!,1
"Either way, it sucks.  ",0
Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!,1
"He really didn't seem to want to be hosting; his voice-overs were monotonous, didn't get involved with the guests.  ",0
very slow at seating even with reservation.,0
Definitely a turn off for me & i doubt I'll be back unless someone else is buying.,0
Great time - family dinner on a Sunday night.,1
This phone works great.,1
"This is a good battery, and it got here really fast.",1
$50 Down the drain.,0
What a mistake.,0
"Pros:-Good camera - very nice pictures , also has cool styles like black and white, and more.",1
You have to hold the phone at a particular angle for the other party to hear you clearly.,0
"At any rate this film stinks, its not funny, and Fulci should have stayed with giallo and supernatural zombie movies.  ",0
"The fact is, this film is a wonderful, heartwarming tale about two people chasing their dreams.  ",1
I don't think we'll be going back anytime soon.,0
The only thing worse than Taylor's acting was Stanwyck's singing.  ,0
See both films if you can.  ,1
"Overall, a delight!  ",1
"The hockey scenes are terrible, defensemen playing like they're 5 years old, goalies diving at shots that are 10 feet wide of the net, etc.  ",0
This is probably one of the least effective and utterly unoriginal films I have ever seen in my entire life.  ,0
"Third, the cheese on my friend's burger was cold.",0
Soyo technology sucks.,0
Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.,0
"One of the best mexican movies ever!, and one of the less understood, even by mexican themselves, no matter how identified the should have felt with it.  ",1
I think not again,0
This was one of the worst films i have ever seen.  ,0
"That said, our mouths and bellies were still quite pleased.",1
"All in all, a great disappointment.  ",0
A standout scene.  ,1
So absolutley fantastic.,1
I ordered this product first and was unhappy with it immediately.,0
I really like this product over the Motorola because it is allot clearer on the ear piece and the mic.,1
* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!,1
Worst Customer Service Ever.,0
We sat another ten minutes and finally gave up and left.,0
"The shower area is outside so you can only rinse, not take a full shower, unless you don't mind being nude for everyone to see!",0
"I really recommend this faceplates since it looks very nice, elegant and cool.",1
"Some applause should be given to the ""prelude"" however.  ",1
"It felt too light and ""tinny."".",0
Kind of hard to mess up a steak but they did.,0
I've had better bagels from the grocery store.,0
"I know this is not like the other restaurants at all, something is very off here!",0
"It's like a really sexy party in your mouth, where you're outrageously flirting with the hottest person at the party.",1
STEAMBOAT WILLIE is an amazingly important film to our cinema history.  ,1
"This was a poor remake of ""My Best Friends Wedding"".  ",0
There's barely a boring moment in the film and there are plenty of humorous parts.  ,1
The steak and the shrimp are in my opinion the best entrees at GC.,1
I believe that this place is a great stop for those with a huge belly and hankering for sushi.,1
Always a great time at Dos Gringos!,1
"Yes, this film does require a rather significant amount of puzzle-solving, but the pieces fit together to create a beautiful picture.  ",1
Barney is definitely super DE duper.  ,1
This product is very High quality Chinese CRAP!!!!!!,0
She was quite disappointed although some blame needs to be placed at her door.,0
"The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.",1
This scene is very strong and unpleasant.  ,0
Nothing new there.  ,0
I ordered the Lemon raspberry ice cocktail which was also incredible.,1
"Nice case, feels good in your hands.",1
") What makes this story different are the terrific production values - faultless photography, composition and editing - the terrific casting - the underappreciated Brian Keith playing a bully Teddy - and vivid history.  ",1
I would avoid this place if you are staying in the Mirage.,0
Also the story and acting were weak.  ,0
Judith Light is one of my favorite actresses and I think she does a superb job in this film!  ,1
DELETE this film from your mind!  ,0
