age,region,login_count_30d,total_spend,complaint_count,membership_level,tenure_months,churn
22,east,14.0,612.33,0,gold,27,0
34,west,9.0,1017.61,1,basic,52,0
28,north,8.0,947.59,0,silver,65,0
60,east,17.0,358.23,0,platinum,16,0
20,east,17.0,614.07,0,silver,24,0
29,west,10.0,1421.85,0,silver,9,0
52,south,16.0,1593.51,1,basic,32,0
58,west,10.0,1046.12,1,basic,72,0
47,north,10.0,498.05,1,basic,22,1
67,west,13.0,174.08,1,basic,19,0
71,east,14.0,462.63,2,basic,29,0
25,east,17.0,331.11,1,basic,65,0
73,west,16.0,1473.52,2,basic,40,0
53,east,16.0,237.1,1,basic,44,1
54,east,15.0,363.82,0,platinum,57,0
23,south,10.0,763.79,1,basic,52,0
54,north,10.0,685.33,0,silver,44,0
60,east,16.0,1387.38,0,gold,41,0
51,north,15.0,918.84,1,basic,39,0
22,north,11.0,,2,silver,14,0
48,west,11.0,1230.72,2,gold,30,0
72,south,15.0,557.76,2,silver,61,0
59,east,15.0,1442.89,0,basic,3,0
25,east,15.0,429.16,1,gold,60,0
73,east,20.0,107.5,1,gold,41,0
73,south,10.0,672.64,1,silver,26,0
27,west,12.0,191.53,1,basic,9,1
64,west,19.0,1072.76,0,basic,55,0
41,east,8.0,742.19,0,gold,1,1
52,east,8.0,1444.79,0,basic,40,0
43,east,14.0,602.6,1,basic,12,1
63,south,13.0,300.27,0,silver,66,0
75,east,10.0,861.01,1,platinum,14,0
64,south,13.0,515.06,0,basic,58,0
72,south,11.0,997.74,2,basic,42,0
72,east,14.0,434.12,0,silver,3,0
23,east,17.0,1318.53,0,gold,52,0
32,east,13.0,711.31,1,silver,64,0
59,north,13.0,638.52,0,platinum,16,0
52,north,13.0,1275.44,2,basic,70,0
20,south,16.0,1080.59,0,basic,58,0
23,east,15.0,467.03,1,silver,54,0
48,north,9.0,1065.25,0,basic,25,0
53,south,16.0,958.64,0,silver,9,0
27,south,10.0,657.12,1,gold,31,0
27,east,10.0,1023.22,0,basic,59,0
25,west,10.0,1315.64,0,gold,43,0
50,west,10.0,667.09,1,basic,47,0
18,south,8.0,668.26,1,silver,57,0
51,south,17.0,649.71,2,silver,25,1
45,north,9.0,456.88,0,silver,3,0
45,west,17.0,663.55,1,basic,64,0
57,east,9.0,626.18,0,platinum,45,0
48,west,9.0,607.5,0,platinum,41,0
60,south,11.0,602.79,1,gold,42,0
62,north,10.0,363.28,1,platinum,62,1
71,north,10.0,1134.0,1,basic,56,0
64,south,10.0,506.65,1,silver,49,0
48,south,9.0,1352.01,0,basic,57,0
46,north,15.0,407.47,0,platinum,21,0
31,south,11.0,1503.3,0,basic,52,0
52,west,8.0,571.99,1,basic,71,0
26,east,13.0,1071.63,0,gold,17,0
72,east,6.0,738.56,1,basic,42,0
67,north,15.0,335.42,0,gold,50,0
24,south,10.0,345.59,0,basic,38,1
63,east,17.0,484.32,0,gold,70,0
24,west,13.0,555.11,1,gold,30,1
59,east,5.0,677.93,0,silver,16,1
23,south,10.0,819.1,1,basic,10,0
46,east,11.0,633.08,2,basic,62,0
56,north,14.0,797.26,0,basic,50,0
60,south,19.0,862.86,0,basic,42,0
42,,13.0,618.61,0,silver,32,0
71,east,16.0,950.91,0,basic,30,0
62,west,21.0,1056.31,1,basic,68,0
30,west,14.0,873.86,0,basic,49,0
56,west,13.0,898.62,0,platinum,70,0
60,north,9.0,761.98,2,basic,58,0
37,south,15.0,1182.63,1,basic,56,0
60,west,9.0,685.92,1,silver,40,0
70,east,16.0,489.0,1,basic,18,0
65,north,10.0,696.31,0,platinum,48,0
62,west,6.0,338.73,1,basic,52,1
54,east,11.0,315.84,0,gold,38,0
33,south,12.0,1058.79,2,silver,2,0
64,west,9.0,1362.81,2,gold,70,0
39,south,18.0,581.32,1,gold,60,0
48,east,6.0,1063.77,1,gold,26,0
36,east,12.0,244.63,0,silver,36,0
36,east,14.0,219.95,1,silver,9,1
27,north,,1198.96,0,gold,68,0
73,south,14.0,875.22,1,silver,17,0
26,west,18.0,687.33,0,silver,28,0
23,east,21.0,1471.99,0,basic,31,0
72,east,10.0,638.87,0,basic,19,0
50,west,9.0,390.98,1,silver,46,0
43,north,13.0,291.1,0,basic,72,0
60,east,11.0,696.03,0,silver,62,0
40,east,10.0,761.22,0,basic,39,0
25,south,14.0,618.97,0,silver,10,1
60,north,13.0,1075.46,0,gold,63,0
28,south,13.0,1290.78,1,silver,19,0
50,east,11.0,578.02,0,gold,66,0
73,,11.0,244.34,0,basic,29,0
72,north,15.0,799.57,0,basic,38,0
38,east,12.0,1194.24,0,gold,32,0
63,east,14.0,579.36,0,gold,33,0
53,north,9.0,898.55,0,gold,12,0
45,north,19.0,375.29,0,gold,40,0
26,,12.0,789.93,1,gold,30,0
39,east,11.0,906.69,2,gold,62,0
55,north,10.0,801.01,0,gold,35,0
75,west,14.0,1661.7,0,gold,70,0
18,east,15.0,1354.71,0,basic,22,0
59,west,14.0,979.1,1,basic,24,0
67,west,14.0,1139.46,1,silver,3,0
73,north,20.0,787.19,2,silver,54,0
42,south,14.0,672.03,2,gold,6,0
24,west,9.0,547.65,0,basic,21,0
33,south,11.0,370.85,0,basic,66,0
67,east,11.0,1385.49,0,gold,44,0
68,east,13.0,1693.78,1,basic,41,0
54,north,15.0,704.49,0,gold,58,0
25,east,14.0,710.63,1,basic,56,0
25,west,12.0,925.35,1,silver,64,0
45,west,14.0,640.36,2,silver,48,0
52,north,20.0,397.14,1,basic,33,0
19,south,13.0,333.05,1,basic,10,1
57,east,13.0,1664.29,0,basic,27,0
49,west,11.0,265.28,2,basic,51,0
18,north,7.0,816.18,1,basic,19,0
23,west,14.0,285.62,0,gold,49,0
44,west,23.0,656.55,2,basic,10,1
59,north,18.0,576.51,0,silver,5,0
65,north,8.0,312.52,0,basic,27,0
43,west,12.0,941.29,0,platinum,17,0
35,north,18.0,,0,gold,63,0
74,east,10.0,289.15,0,platinum,28,0
44,west,7.0,992.53,1,platinum,31,0
36,south,8.0,577.83,0,basic,30,1
43,east,14.0,460.8,1,gold,23,0
18,east,11.0,1022.6,0,basic,67,0
35,north,12.0,371.3,2,platinum,54,0
47,west,12.0,248.32,0,silver,12,0
71,east,16.0,1248.67,0,silver,16,0
60,north,11.0,1549.71,2,platinum,6,0
63,east,12.0,647.68,1,gold,19,1
49,west,14.0,100.93,0,platinum,48,0
24,north,9.0,643.26,2,basic,68,0
40,west,9.0,1051.46,1,basic,35,0
75,south,12.0,1187.38,1,basic,6,0
20,west,12.0,394.76,1,silver,4,1
68,west,,592.55,1,silver,30,0
57,west,12.0,784.5,0,basic,20,0
34,west,10.0,1021.64,3,gold,42,0
63,north,12.0,968.61,1,basic,9,0
66,south,6.0,892.81,1,gold,17,1
20,east,8.0,,1,gold,41,0
24,east,9.0,671.53,0,silver,21,1
56,west,17.0,1391.73,0,silver,27,0
75,west,19.0,515.69,0,basic,16,1
19,south,7.0,976.11,0,basic,4,0
56,east,10.0,555.16,0,gold,25,0
25,east,14.0,652.55,1,silver,24,1
55,east,10.0,705.48,0,basic,65,0
54,east,12.0,538.88,5,platinum,65,1
23,east,11.0,1211.35,2,gold,32,0
57,north,20.0,569.29,3,gold,21,0
70,north,12.0,687.24,0,silver,31,0
68,south,6.0,920.09,0,platinum,44,0
19,east,5.0,2018.25,1,basic,28,0
32,west,12.0,936.71,4,basic,55,0
31,south,6.0,718.05,1,platinum,70,0
44,north,13.0,223.75,1,platinum,30,0
26,north,11.0,643.69,1,silver,9,0
67,north,9.0,489.6,0,basic,9,0
63,west,6.0,588.5,1,basic,63,0
64,north,9.0,549.15,0,gold,30,0
29,east,6.0,915.54,1,gold,24,0
18,west,10.0,636.72,0,basic,45,0
70,west,14.0,429.11,0,basic,69,1
34,north,16.0,1073.16,1,gold,31,0
56,north,12.0,350.02,1,gold,23,0
70,north,12.0,701.52,1,silver,63,0
20,north,8.0,646.06,1,silver,6,0
18,north,9.0,828.06,0,platinum,61,0
18,south,18.0,1191.96,0,basic,38,0
27,west,13.0,2171.98,1,silver,2,0
20,east,9.0,717.82,0,silver,17,0
65,south,9.0,485.4,2,silver,49,0
53,north,10.0,460.97,0,gold,55,0
74,west,14.0,459.84,0,silver,15,0
64,south,12.0,813.02,0,silver,48,0
73,west,12.0,,2,basic,72,0
31,west,13.0,338.28,0,gold,50,0
34,east,7.0,813.39,0,basic,51,0
67,north,10.0,1099.47,0,basic,14,0
32,north,11.0,1102.68,0,silver,46,0
21,east,11.0,734.94,1,silver,52,0
56,west,12.0,1030.32,1,platinum,8,0
64,east,9.0,1202.19,1,gold,23,0
74,south,11.0,564.86,0,gold,64,0
71,east,12.0,1142.35,2,basic,72,0
24,north,11.0,275.72,0,silver,13,1
62,east,8.0,332.97,2,platinum,53,0
67,south,10.0,582.5,0,silver,37,0
58,south,18.0,255.4,1,gold,43,0
65,east,11.0,922.96,0,silver,37,0
66,north,11.0,521.59,1,basic,63,1
43,south,14.0,649.57,0,silver,33,0
20,north,8.0,661.91,2,basic,43,0
44,west,11.0,574.91,0,basic,49,0
29,north,14.0,458.28,0,basic,40,0
24,north,12.0,901.04,0,basic,64,0
25,east,12.0,515.79,0,silver,18,0
58,east,6.0,657.44,0,platinum,69,0
47,east,7.0,832.21,0,silver,49,0
49,east,16.0,1197.3,0,gold,70,0
61,west,9.0,1151.01,0,silver,27,0
49,east,13.0,540.09,2,basic,35,0
54,east,10.0,445.56,1,basic,4,0
22,east,13.0,1316.92,0,platinum,67,0
67,north,17.0,514.31,1,silver,59,0
44,south,14.0,883.12,0,platinum,22,0
27,north,18.0,247.32,0,basic,4,0
65,south,10.0,190.37,1,gold,51,1
60,north,15.0,717.46,0,gold,49,0
21,west,15.0,612.35,0,platinum,38,0
29,east,13.0,996.0,0,basic,12,0
18,west,10.0,461.17,1,platinum,67,0
33,east,17.0,801.07,2,silver,32,0
23,north,12.0,969.82,1,gold,53,0
59,west,14.0,471.12,0,silver,62,0
48,south,11.0,582.15,0,silver,40,0
74,south,12.0,369.96,0,silver,7,1
61,east,12.0,1013.69,2,gold,64,0
53,south,14.0,906.81,0,basic,49,0
47,west,11.0,940.49,1,silver,65,0
21,south,12.0,611.06,0,silver,45,0
22,east,11.0,899.13,3,gold,66,0
53,south,9.0,118.92,0,silver,63,0
18,south,11.0,639.18,0,gold,16,0
20,west,13.0,1427.06,1,silver,13,0
30,east,17.0,688.5,0,gold,12,0
69,east,11.0,1118.42,0,gold,58,0
44,west,12.0,612.82,2,gold,18,1
59,east,,1279.8,0,gold,33,0
41,south,13.0,444.94,1,silver,57,0
28,east,12.0,851.71,0,basic,31,0
39,north,15.0,492.39,0,gold,5,0
23,south,14.0,783.86,1,basic,27,0
62,north,14.0,515.63,1,basic,7,0
28,north,7.0,687.12,0,gold,28,1
39,south,6.0,555.23,1,silver,54,0
74,south,6.0,952.84,0,silver,38,0
52,west,12.0,869.43,1,platinum,49,0
44,east,10.0,483.23,0,basic,8,0
49,north,8.0,475.94,1,basic,55,0
63,west,9.0,424.39,0,basic,31,0
32,north,7.0,380.03,0,basic,21,0
54,north,8.0,984.63,1,gold,47,0
68,east,11.0,411.49,1,gold,10,1
51,east,14.0,816.81,1,silver,36,0
43,west,11.0,530.59,1,basic,31,0
26,south,13.0,1102.55,0,silver,12,0
32,south,14.0,1596.53,0,basic,69,0
72,north,8.0,97.64,0,gold,27,1
49,east,10.0,441.92,2,silver,3,0
35,east,9.0,526.04,1,basic,32,0
42,north,13.0,621.96,2,gold,70,0
51,east,13.0,602.41,1,gold,49,0
49,east,24.0,330.3,1,basic,46,0
58,north,14.0,1612.66,0,silver,65,0
32,south,5.0,613.78,1,silver,7,0
55,south,11.0,867.51,0,basic,40,0
43,north,12.0,880.75,0,basic,24,0
72,east,12.0,288.64,0,gold,49,0
27,south,14.0,571.8,2,platinum,62,0
26,south,16.0,984.6,3,silver,6,0
44,west,10.0,1320.09,0,silver,12,1
47,east,8.0,578.08,0,silver,69,0
58,west,16.0,319.93,0,silver,36,0
41,north,20.0,502.75,1,basic,23,0
70,east,10.0,565.21,1,silver,11,1
45,north,14.0,554.15,0,platinum,26,0
25,east,11.0,424.64,0,gold,1,0
24,east,15.0,300.53,2,platinum,17,0
74,north,9.0,367.98,3,basic,14,1
25,south,11.0,505.05,2,silver,7,1
72,east,10.0,976.53,2,silver,70,0
34,east,13.0,1161.26,1,basic,57,0
23,north,17.0,725.57,2,basic,68,0
35,east,18.0,373.83,0,gold,18,0
53,east,6.0,520.38,0,gold,21,1
42,east,6.0,196.02,1,silver,21,1
63,north,16.0,1332.56,1,basic,41,0
53,south,11.0,478.15,0,silver,14,0
41,west,12.0,831.52,2,basic,17,1
54,east,12.0,1121.35,0,basic,71,0
74,south,12.0,1513.8,0,silver,26,0
41,west,19.0,1029.74,0,basic,57,0
26,west,12.0,552.34,0,platinum,17,0
41,south,9.0,887.37,1,silver,67,0
66,west,16.0,1486.29,0,basic,50,0
30,west,16.0,475.73,0,basic,63,0
73,south,13.0,291.76,0,gold,38,1
52,east,8.0,426.48,1,basic,66,0
52,north,5.0,858.02,0,basic,27,0
36,north,,559.78,2,silver,35,0
71,east,12.0,654.68,2,basic,5,1
20,east,7.0,930.13,1,silver,13,0
35,east,13.0,421.3,3,silver,56,0
42,south,12.0,638.19,1,basic,24,0
45,south,8.0,515.6,1,gold,8,1
45,west,14.0,1456.85,1,silver,22,0
26,north,17.0,1013.89,0,silver,26,0
31,north,20.0,561.81,0,basic,52,0
23,south,12.0,545.4,0,silver,7,0
51,west,9.0,1538.47,1,basic,2,0
38,west,15.0,1476.42,1,silver,53,0
50,west,12.0,855.2,2,basic,11,1
52,west,8.0,670.31,0,platinum,31,0
58,east,10.0,333.78,0,basic,50,0
49,east,12.0,428.55,0,platinum,38,0
55,east,13.0,319.39,0,platinum,9,1
52,south,14.0,1143.45,0,silver,52,0
55,west,17.0,336.77,0,basic,4,0
53,east,12.0,541.74,0,silver,17,0
36,south,9.0,219.9,0,platinum,8,0
32,east,10.0,274.87,1,silver,37,0
63,north,14.0,951.26,0,silver,50,0
37,north,12.0,790.35,1,basic,47,0
49,north,10.0,682.72,0,gold,11,0
29,west,8.0,547.03,0,basic,25,0
43,east,8.0,254.1,0,basic,11,0
48,west,15.0,508.8,1,basic,25,0
54,south,12.0,618.45,0,silver,17,1
48,north,,919.35,2,platinum,54,0
38,north,17.0,1112.42,1,gold,55,0
73,west,11.0,966.08,2,basic,59,0
47,east,15.0,787.96,0,silver,15,0
64,west,9.0,677.38,0,gold,1,0
60,north,12.0,749.06,1,silver,3,1
50,south,10.0,490.78,1,basic,61,0
69,west,13.0,707.27,1,silver,66,0
25,north,13.0,616.61,0,silver,16,0
71,east,8.0,1843.6,1,platinum,64,0
67,west,9.0,758.67,1,gold,39,0
47,east,10.0,185.86,3,basic,14,1
60,east,16.0,531.72,0,gold,23,0
48,east,13.0,581.76,2,basic,20,0
33,east,16.0,1030.79,1,gold,55,0
64,south,10.0,807.55,1,silver,14,0
32,south,7.0,787.17,1,basic,14,0
36,east,11.0,1260.73,1,silver,52,0
48,west,13.0,1479.82,1,basic,22,0
66,north,14.0,950.57,1,basic,19,0
40,north,12.0,553.36,0,silver,59,0
46,south,8.0,562.16,0,gold,68,0
20,west,11.0,67.14,1,gold,40,0
24,north,8.0,1181.33,1,silver,60,0
21,north,8.0,561.26,1,basic,61,0
22,east,17.0,653.98,0,silver,43,0
68,west,14.0,525.69,0,silver,60,0
66,north,12.0,370.19,0,basic,1,1
65,east,12.0,1771.92,0,platinum,3,0
21,south,12.0,656.26,0,platinum,64,0
22,east,15.0,1349.38,2,basic,11,0
34,north,16.0,565.27,1,gold,53,0
50,north,15.0,478.0,0,silver,31,0
37,east,10.0,910.82,0,basic,57,0
46,east,12.0,1110.07,0,silver,48,0
28,west,9.0,1145.39,0,basic,6,1
60,south,12.0,614.16,2,basic,25,0
36,south,13.0,958.03,0,platinum,52,0
21,west,7.0,506.14,0,silver,67,0
61,east,11.0,702.67,1,basic,58,0
70,east,15.0,583.6,0,silver,65,0
18,west,13.0,538.0,0,platinum,69,0
43,north,17.0,717.57,0,silver,65,0
65,south,7.0,364.72,1,platinum,42,1
58,south,11.0,1065.34,0,gold,25,0
67,north,15.0,539.16,2,basic,37,0
42,east,6.0,1040.55,0,gold,58,0
39,north,15.0,408.19,1,gold,31,0
59,north,14.0,538.16,0,gold,60,0
26,east,9.0,364.02,0,silver,51,0
31,east,15.0,356.36,0,basic,16,0
52,south,14.0,438.19,4,basic,67,1
56,west,12.0,411.68,2,silver,61,0
24,west,8.0,365.75,0,gold,44,1
47,east,4.0,678.38,1,gold,14,0
39,east,10.0,902.01,0,silver,17,0
47,east,14.0,925.4,0,basic,61,0
73,north,6.0,242.58,1,basic,2,1
22,west,9.0,581.67,0,gold,35,0
75,east,15.0,551.82,1,silver,45,0
44,north,8.0,1271.81,1,gold,17,0
62,west,15.0,,0,basic,63,1
42,east,12.0,649.65,0,silver,38,0
36,north,10.0,295.74,2,platinum,5,1
62,north,8.0,431.95,0,basic,24,0
57,south,16.0,285.22,2,basic,29,1
26,south,16.0,700.63,0,gold,17,1
58,north,12.0,1291.72,0,silver,68,0
61,west,14.0,440.11,0,platinum,26,0
40,west,14.0,595.84,4,platinum,37,1
71,west,12.0,413.09,1,gold,39,0
55,north,13.0,484.93,0,basic,16,0
37,north,9.0,708.09,1,silver,41,0
18,west,14.0,1589.47,4,platinum,26,1
57,east,11.0,1260.4,0,silver,1,0
30,south,10.0,1442.19,1,platinum,30,0
61,south,14.0,1045.12,1,gold,43,0
48,north,16.0,591.76,0,basic,9,1
45,south,16.0,550.27,0,silver,57,0
27,west,14.0,441.55,3,gold,48,0
59,south,10.0,135.56,0,basic,23,1
27,east,7.0,586.89,0,basic,43,0
42,west,11.0,1300.76,0,gold,22,0
66,east,7.0,1293.49,0,basic,47,0
71,south,16.0,1879.13,1,basic,12,0
75,west,8.0,734.76,0,gold,44,0
73,south,9.0,333.59,2,gold,4,1
50,east,10.0,872.63,0,silver,2,0
29,north,14.0,1598.0,2,platinum,19,0
66,north,10.0,1384.77,0,platinum,13,0
64,east,8.0,517.61,1,silver,36,0
75,east,8.0,351.57,0,basic,12,1
55,south,12.0,346.05,0,gold,18,1
26,east,18.0,456.85,1,basic,8,0
47,south,10.0,494.28,2,gold,64,0
43,west,7.0,568.94,1,silver,53,1
66,north,11.0,930.22,3,silver,16,1
40,south,17.0,558.78,2,silver,9,1
37,south,13.0,686.58,1,silver,62,0
22,east,11.0,273.7,1,platinum,49,0
66,,13.0,441.85,0,basic,64,0
61,south,16.0,430.91,3,platinum,13,1
20,west,17.0,246.94,0,basic,26,0
43,south,8.0,551.48,0,gold,9,0
45,west,14.0,274.87,0,platinum,31,0
45,west,7.0,531.2,1,silver,12,0
71,east,19.0,713.75,0,basic,1,0
26,south,10.0,1311.65,0,gold,37,0
35,east,16.0,419.06,0,gold,71,0
28,west,12.0,703.67,2,basic,47,0
32,north,11.0,473.94,0,silver,55,0
70,east,11.0,266.03,0,gold,59,0
72,west,12.0,1319.14,0,basic,70,0
20,east,10.0,730.25,2,silver,10,0
54,south,7.0,850.47,1,silver,19,1
31,east,6.0,1425.08,0,basic,45,0
29,west,8.0,529.83,1,gold,60,0
34,west,15.0,323.97,0,basic,56,0
29,east,13.0,415.79,2,platinum,53,0
46,south,10.0,307.14,1,silver,23,1
75,east,12.0,1141.13,1,silver,27,0
52,south,11.0,1628.67,1,silver,6,0
59,south,9.0,709.84,2,silver,23,0
46,west,6.0,943.25,1,gold,12,0
18,north,15.0,1066.91,1,gold,68,0
22,north,13.0,1471.98,0,gold,7,0
33,south,10.0,1595.15,1,silver,27,0
32,south,10.0,212.75,1,basic,64,1
66,east,14.0,481.17,0,basic,69,0
66,north,7.0,669.28,0,gold,28,0
67,east,9.0,450.0,1,silver,34,1
54,west,15.0,576.52,0,silver,38,0
50,north,6.0,823.04,0,silver,60,0
55,east,11.0,159.81,1,silver,56,1
41,west,17.0,811.86,1,gold,38,0
56,north,8.0,1049.81,1,silver,27,0
64,south,10.0,676.96,0,platinum,27,0
62,east,18.0,144.95,0,basic,47,1
53,west,12.0,551.48,0,silver,61,0
21,south,18.0,782.93,1,basic,6,0
60,west,11.0,1086.86,1,gold,56,0
39,north,14.0,1010.2,0,silver,35,0
61,east,9.0,630.34,2,silver,11,0
49,south,13.0,464.37,1,gold,7,1
69,north,11.0,645.58,0,silver,25,0
37,north,9.0,,2,basic,18,1
72,north,18.0,488.91,2,silver,8,1
66,west,10.0,1186.14,0,basic,22,0
37,south,12.0,644.56,0,platinum,61,0
45,south,10.0,799.73,0,gold,52,0
48,south,8.0,299.64,1,gold,16,1
62,east,11.0,1083.2,1,gold,49,0
57,east,11.0,613.75,2,gold,33,1
67,east,11.0,786.13,2,silver,54,0
39,south,12.0,872.98,2,basic,18,0
47,north,11.0,1063.54,0,silver,5,0
42,west,9.0,726.24,1,platinum,23,0
70,west,12.0,621.23,0,platinum,72,0
35,east,14.0,338.87,0,gold,41,0
52,south,14.0,283.66,0,basic,4,0
24,north,11.0,718.87,0,basic,71,0
67,west,8.0,788.7,0,gold,60,0
40,west,13.0,854.47,1,basic,40,0
37,west,14.0,420.5,1,silver,54,0
51,east,10.0,,1,silver,14,0
46,north,6.0,712.32,0,basic,43,1
67,north,7.0,524.58,2,gold,66,0
48,north,17.0,1956.57,0,platinum,32,0
47,north,9.0,,1,gold,3,1
24,north,11.0,816.01,1,silver,55,0
19,west,9.0,995.14,2,silver,53,0
41,north,15.0,1025.53,1,platinum,54,0
75,north,12.0,519.72,0,silver,47,0
71,west,12.0,875.1,1,silver,10,0
54,south,9.0,821.54,0,gold,9,0
54,south,14.0,893.94,0,basic,58,0
40,south,10.0,707.54,1,basic,62,1
28,west,11.0,998.68,0,gold,6,0
18,south,11.0,750.53,0,silver,42,0
37,east,14.0,315.85,0,basic,37,0
36,south,12.0,739.21,2,basic,26,0
29,east,9.0,,0,platinum,47,0
33,east,11.0,964.2,1,silver,66,0
19,east,8.0,719.31,1,silver,60,0
53,north,13.0,1489.61,0,basic,12,0
71,south,7.0,632.51,1,platinum,34,0
58,east,9.0,505.56,1,platinum,68,0
43,north,11.0,1262.27,0,silver,18,0
42,north,14.0,623.64,0,basic,62,0
35,west,9.0,685.76,2,gold,36,1
26,east,12.0,783.53,0,gold,38,0
52,south,14.0,750.82,1,gold,19,0
50,west,17.0,890.39,1,platinum,67,0
18,north,14.0,936.27,0,silver,39,0
42,south,7.0,481.67,1,basic,42,1
34,east,11.0,355.16,0,silver,34,1
27,north,10.0,379.17,2,gold,7,1
58,south,15.0,1194.16,0,basic,57,0
48,west,18.0,597.25,1,basic,24,0
54,,11.0,990.74,1,gold,18,0
59,south,12.0,948.86,0,silver,57,0
74,east,9.0,685.69,0,gold,15,0
64,south,14.0,417.07,1,basic,50,0
53,south,15.0,960.26,2,basic,35,0
