age,region,login_count_30d,total_spend,complaint_count,membership_level,tenure_months,churn
27,south,13.0,405.74,2,platinum,66,0
69,east,11.0,1334.12,2,gold,14,0
40,east,7.0,884.34,2,gold,70,1
65,south,13.0,874.59,4,silver,55,0
41,east,18.0,570.29,1,basic,69,0
35,west,17.0,1227.47,2,basic,8,0
64,south,10.0,1076.26,0,platinum,65,0
69,south,10.0,634.31,0,gold,50,0
36,north,8.0,1513.9,0,basic,14,0
41,east,11.0,1028.1,0,silver,71,0
50,east,12.0,1309.01,1,gold,35,0
57,south,23.0,313.81,0,silver,9,0
47,north,11.0,502.74,0,basic,5,0
59,north,11.0,611.88,0,gold,2,0
66,south,16.0,921.01,0,basic,54,0
41,east,12.0,99.08,0,silver,53,0
67,east,12.0,481.74,0,basic,71,0
65,north,10.0,246.36,0,basic,12,0
74,north,11.0,716.53,0,gold,2,0
44,east,6.0,608.54,2,gold,26,1
67,east,14.0,484.77,1,gold,15,0
73,west,10.0,450.7,1,basic,22,1
72,south,13.0,732.96,1,silver,12,1
72,north,11.0,1068.31,0,basic,1,0
40,south,11.0,223.81,1,basic,22,1
70,north,13.0,501.29,0,silver,60,1
43,south,9.0,1560.9,0,basic,7,0
70,east,11.0,684.66,1,basic,59,0
64,south,9.0,784.98,1,silver,55,0
26,west,13.0,469.16,1,silver,47,1
25,west,6.0,845.87,0,gold,29,0
55,south,17.0,1577.17,3,silver,20,0
32,north,10.0,471.67,1,silver,17,1
60,north,14.0,697.82,0,silver,63,0
63,east,8.0,856.6,0,platinum,51,0
48,north,5.0,439.52,1,gold,31,0
63,east,12.0,1086.66,2,platinum,55,0
48,west,10.0,660.08,1,gold,29,0
51,east,12.0,345.7,1,silver,21,1
29,east,10.0,533.03,1,silver,59,0
52,west,10.0,871.16,2,basic,67,0
27,south,6.0,570.23,0,basic,22,1
53,east,6.0,462.5,1,basic,26,1
63,east,19.0,714.82,0,silver,35,0
62,south,15.0,702.51,0,basic,65,1
26,south,9.0,1351.23,0,silver,68,0
63,north,9.0,1179.61,0,basic,40,0
60,south,15.0,799.07,3,basic,15,0
26,north,10.0,,1,basic,28,1
22,south,9.0,736.11,0,gold,1,0
55,west,10.0,938.83,2,basic,34,1
41,north,11.0,605.49,1,gold,59,0
46,south,6.0,607.84,0,platinum,34,1
19,east,15.0,638.27,1,basic,8,0
31,north,14.0,973.72,1,silver,3,0
56,east,13.0,583.51,1,silver,13,0
54,north,12.0,636.52,1,basic,12,0
34,east,9.0,555.89,1,silver,21,0
37,south,11.0,351.81,0,platinum,59,0
45,south,20.0,459.07,2,silver,5,0
37,west,11.0,1020.87,2,platinum,72,0
34,west,3.0,415.87,1,basic,40,1
36,east,14.0,1366.24,0,platinum,64,0
47,west,15.0,721.56,0,gold,63,0
50,west,16.0,319.35,1,platinum,22,0
56,east,5.0,998.21,0,basic,18,0
32,north,9.0,594.87,0,silver,46,1
27,east,8.0,1031.47,1,silver,33,0
36,south,14.0,1689.79,3,platinum,15,0
63,south,9.0,1310.29,1,gold,72,0
66,north,15.0,584.39,1,silver,3,0
63,west,14.0,699.36,0,platinum,71,0
40,south,10.0,,1,gold,20,0
72,north,12.0,702.14,0,basic,8,0
51,west,10.0,781.8,2,gold,30,0
40,east,7.0,522.52,0,basic,52,0
51,east,21.0,1678.99,0,silver,16,0
68,east,11.0,769.75,0,gold,65,0
43,east,14.0,1451.59,0,gold,23,0
23,west,8.0,375.55,2,gold,44,1
35,south,12.0,1035.73,0,gold,39,0
75,east,12.0,567.12,0,platinum,67,0
44,east,14.0,432.64,0,silver,43,0
30,north,8.0,785.34,0,gold,71,0
69,east,9.0,746.37,0,platinum,64,0
39,west,11.0,832.08,1,basic,65,1
36,east,10.0,904.07,0,basic,11,0
23,west,10.0,966.34,1,basic,66,0
72,east,13.0,229.82,0,gold,27,0
66,south,11.0,286.22,0,basic,54,0
40,north,13.0,1176.48,1,gold,39,0
46,north,9.0,1201.05,1,silver,28,0
32,east,14.0,411.96,0,platinum,6,0
73,west,12.0,157.07,0,silver,6,1
71,south,,841.52,0,basic,14,0
26,north,6.0,645.49,2,basic,39,1
32,east,13.0,776.7,1,gold,14,0
69,north,,288.82,2,basic,37,1
30,south,13.0,861.0,0,basic,40,0
38,west,11.0,1223.29,0,basic,16,0
64,south,8.0,1171.71,1,gold,52,0
31,south,14.0,1154.83,1,silver,54,0
67,east,15.0,521.05,0,gold,31,0
56,south,15.0,1252.33,2,platinum,67,0
28,east,15.0,353.43,0,gold,32,0
19,south,8.0,506.3,0,gold,35,0
27,east,13.0,323.29,1,basic,29,0
48,south,10.0,385.81,2,silver,64,0
73,north,12.0,205.43,1,platinum,62,0
45,east,14.0,559.07,1,basic,47,0
25,east,23.0,506.37,0,basic,42,0
20,east,21.0,605.63,1,silver,72,0
28,north,7.0,531.13,2,platinum,41,1
43,south,9.0,726.99,0,basic,44,1
43,south,15.0,1978.78,0,gold,67,0
35,north,14.0,392.37,1,gold,60,0
54,south,12.0,1009.25,0,gold,67,0
32,south,12.0,469.56,0,silver,25,0
32,,9.0,296.99,0,platinum,27,0
71,west,15.0,413.33,0,platinum,10,0
48,west,7.0,298.09,0,basic,46,1
52,west,11.0,,1,silver,28,0
51,west,9.0,264.84,0,basic,14,1
26,west,9.0,834.34,0,basic,50,0
51,west,13.0,790.29,1,basic,3,1
61,east,12.0,829.52,0,basic,33,0
20,north,7.0,394.58,0,gold,25,1
39,west,13.0,1579.72,1,silver,47,0
34,east,19.0,222.76,0,silver,24,0
52,west,18.0,1262.94,0,gold,37,0
70,west,15.0,445.27,0,basic,65,0
40,south,10.0,1070.51,0,basic,72,0
21,east,14.0,1274.92,1,gold,67,0
55,south,12.0,839.07,1,silver,11,0
35,west,17.0,670.04,0,basic,37,0
57,north,13.0,207.2,1,basic,10,1
26,west,15.0,835.98,0,basic,8,0
34,south,7.0,447.6,1,gold,6,0
40,west,6.0,718.82,0,basic,60,1
66,east,16.0,319.51,1,silver,29,0
49,west,19.0,366.72,1,gold,1,0
53,north,15.0,662.82,1,gold,54,0
58,south,15.0,560.5,2,silver,59,0
53,west,14.0,614.48,0,platinum,57,0
69,south,12.0,576.78,1,gold,65,0
30,north,16.0,1360.66,0,basic,37,0
54,west,12.0,121.18,1,platinum,57,0
32,south,10.0,647.94,0,platinum,14,0
50,east,11.0,575.35,0,gold,37,0
40,west,12.0,714.66,0,gold,5,0
71,west,7.0,418.78,2,basic,56,1
19,west,7.0,551.65,1,silver,26,0
49,south,11.0,232.02,0,basic,12,1
21,north,12.0,740.22,1,basic,40,0
39,south,14.0,358.89,0,silver,50,0
56,east,11.0,843.95,1,gold,14,0
31,east,3.0,,0,basic,43,0
36,north,11.0,943.89,0,basic,32,0
57,east,10.0,733.91,1,platinum,47,0
59,east,18.0,752.47,1,basic,31,1
55,north,9.0,628.39,0,basic,66,0
22,east,14.0,296.6,1,basic,44,1
37,east,17.0,563.1,2,basic,7,0
60,south,12.0,498.84,3,silver,48,0
68,east,12.0,683.4,0,gold,5,1
30,east,15.0,517.02,0,silver,34,0
40,north,13.0,446.86,1,gold,66,0
68,north,6.0,266.66,0,silver,21,1
25,east,15.0,816.92,0,basic,32,0
70,north,10.0,319.56,0,silver,31,0
39,east,16.0,856.92,0,platinum,65,0
57,east,15.0,382.46,0,silver,41,0
43,north,10.0,,0,basic,64,0
40,east,15.0,761.84,0,basic,29,0
39,south,12.0,1294.53,0,silver,3,0
19,east,9.0,803.24,3,gold,50,0
70,east,18.0,1099.06,1,gold,6,0
62,south,9.0,791.62,1,platinum,31,0
71,south,16.0,328.66,0,silver,29,0
50,south,8.0,697.39,1,basic,18,1
73,south,9.0,414.97,0,silver,7,0
22,north,7.0,725.67,1,silver,44,0
38,west,8.0,1632.84,2,silver,48,0
51,south,9.0,431.0,0,platinum,30,0
45,west,16.0,372.93,0,silver,65,0
18,north,13.0,782.0,1,basic,70,0
23,north,11.0,504.82,0,basic,72,0
44,west,9.0,1141.29,1,gold,4,0
65,east,12.0,1045.33,0,silver,65,0
53,west,10.0,1206.89,0,silver,1,0
34,south,11.0,203.68,3,basic,31,0
64,north,13.0,1351.47,1,silver,43,0
69,south,10.0,1162.08,1,basic,24,0
34,east,7.0,340.39,2,basic,36,0
71,west,14.0,356.77,0,gold,47,0
31,south,13.0,,0,gold,23,0
51,south,13.0,882.62,1,silver,66,0
37,east,11.0,551.14,0,basic,25,0
59,north,16.0,627.34,1,silver,41,0
21,east,16.0,321.26,1,platinum,7,1
21,south,18.0,344.31,0,basic,53,0
72,west,16.0,208.97,0,gold,29,1
28,east,12.0,616.26,0,gold,64,0
69,east,10.0,516.64,3,gold,32,0
56,west,11.0,515.88,0,silver,16,0
52,east,4.0,828.53,0,basic,50,0
60,south,13.0,384.5,2,gold,10,0
22,west,14.0,507.11,1,gold,72,0
20,south,12.0,914.3,1,platinum,54,0
22,north,13.0,1885.7,0,gold,7,0
19,south,6.0,287.94,0,gold,61,0
72,north,8.0,,0,silver,21,1
43,east,12.0,1575.38,0,gold,72,0
25,west,8.0,564.23,0,silver,5,0
36,south,9.0,973.34,0,silver,42,0
26,north,10.0,475.6,1,silver,32,0
70,south,17.0,1134.87,1,silver,18,0
63,south,10.0,1306.21,2,silver,72,0
18,west,19.0,450.56,1,basic,68,0
35,south,11.0,1648.1,1,silver,12,0
56,west,12.0,765.0,0,basic,60,0
41,south,11.0,1118.74,0,silver,63,0
30,north,10.0,112.97,0,silver,63,1
41,east,12.0,302.13,0,gold,40,0
42,north,12.0,763.09,0,platinum,56,0
58,east,13.0,452.29,0,basic,12,0
50,east,13.0,608.13,1,basic,43,0
45,east,11.0,526.89,0,basic,26,0
53,east,13.0,899.92,0,gold,14,0
65,north,9.0,980.88,1,silver,9,0
23,west,15.0,1045.71,0,basic,70,0
46,north,12.0,258.78,0,platinum,37,0
61,east,7.0,121.3,0,silver,71,1
34,south,14.0,338.14,1,platinum,28,0
68,north,7.0,853.66,1,basic,40,1
29,east,13.0,943.7,0,silver,64,0
20,east,10.0,718.75,0,basic,28,0
61,west,19.0,558.14,2,silver,40,0
62,north,10.0,260.84,1,platinum,68,0
30,north,17.0,864.63,0,gold,24,0
75,east,14.0,1254.04,0,silver,46,0
53,south,10.0,460.85,0,silver,11,0
20,west,15.0,731.69,0,basic,42,0
52,east,9.0,763.14,0,silver,10,0
38,west,12.0,1403.36,1,silver,5,0
73,south,14.0,205.74,2,platinum,30,1
33,west,13.0,592.48,0,gold,7,0
23,west,9.0,286.74,0,gold,23,1
68,west,11.0,428.63,0,silver,51,0
30,north,14.0,349.49,0,silver,57,0
37,west,11.0,843.29,0,basic,64,0
56,south,9.0,711.51,1,basic,59,0
37,north,11.0,410.5,0,basic,1,0
37,north,11.0,976.35,0,basic,18,0
46,north,,,1,silver,63,0
25,east,11.0,469.75,1,gold,61,0
49,north,15.0,531.78,0,gold,12,0
69,east,11.0,366.63,0,silver,4,0
75,north,16.0,946.04,0,platinum,56,0
60,north,10.0,613.66,0,silver,8,0
52,north,14.0,1237.89,1,gold,57,0
30,north,9.0,1256.47,0,basic,27,0
68,west,7.0,223.45,0,basic,57,1
23,south,13.0,2677.69,2,silver,8,0
59,south,13.0,1103.61,0,basic,58,0
66,west,20.0,519.57,2,gold,55,0
44,south,10.0,1226.29,0,silver,33,0
51,west,6.0,352.38,1,basic,59,1
65,south,10.0,259.71,1,gold,27,1
71,east,14.0,518.83,0,gold,71,0
19,south,13.0,193.54,1,basic,26,0
47,east,9.0,730.08,2,basic,50,1
41,north,16.0,518.55,0,gold,2,0
31,north,11.0,345.67,1,gold,11,1
68,west,7.0,683.31,0,basic,47,0
25,east,13.0,396.76,2,platinum,67,0
37,west,14.0,288.59,1,platinum,44,0
42,east,13.0,386.57,1,basic,52,0
31,north,13.0,588.4,0,gold,8,1
57,south,9.0,818.01,1,gold,49,0
55,north,14.0,,0,basic,15,1
18,south,7.0,738.93,3,gold,22,1
27,east,14.0,801.42,1,platinum,25,0
40,south,14.0,847.46,0,silver,22,0
69,north,13.0,726.33,1,gold,24,1
41,north,6.0,526.85,1,basic,43,0
42,north,11.0,421.95,1,gold,65,0
56,west,12.0,192.03,1,basic,59,1
63,east,6.0,1081.32,1,basic,14,1
29,south,14.0,1354.31,1,basic,33,0
56,east,10.0,900.43,0,silver,54,0
68,north,8.0,573.49,0,gold,19,1
69,north,10.0,525.81,0,basic,28,0
36,south,10.0,1207.93,2,silver,26,1
62,east,18.0,1003.67,4,silver,36,0
65,west,14.0,997.61,1,silver,19,0
26,west,9.0,950.0,0,silver,13,1
66,west,10.0,399.91,0,gold,63,0
71,north,12.0,918.14,1,basic,46,1
69,,15.0,983.96,2,gold,70,0
68,north,,379.01,2,gold,32,1
33,west,11.0,854.71,2,basic,34,0
46,east,9.0,231.24,0,silver,54,1
66,east,18.0,1021.76,0,silver,39,0
23,north,9.0,650.05,0,silver,27,0
31,north,17.0,254.65,0,silver,16,1
30,west,11.0,1068.01,0,basic,23,0
41,south,13.0,983.74,1,platinum,41,0
24,east,13.0,698.78,0,basic,25,0
28,south,11.0,695.64,2,basic,41,1
75,east,9.0,975.89,1,silver,50,0
46,west,16.0,835.3,0,silver,8,0
65,west,10.0,1161.49,1,gold,36,0
22,north,16.0,1131.17,0,gold,66,0
20,east,12.0,1079.43,0,silver,12,0
73,north,16.0,,2,basic,8,0
73,east,11.0,337.99,2,basic,65,0
18,east,14.0,798.8,1,silver,29,0
32,south,9.0,655.71,1,basic,42,1
46,north,17.0,430.9,1,gold,5,0
55,south,11.0,539.58,0,gold,23,1
66,east,14.0,754.3,0,platinum,11,0
18,west,10.0,366.22,1,gold,71,0
25,west,10.0,933.4,1,silver,35,0
19,north,14.0,515.0,1,silver,60,0
52,south,8.0,167.89,0,basic,3,1
49,north,10.0,667.84,2,basic,70,0
48,south,12.0,1270.03,0,basic,69,0
29,north,16.0,830.82,0,silver,56,0
61,north,13.0,543.46,0,gold,53,0
71,west,9.0,202.33,0,platinum,59,1
58,west,11.0,,0,gold,3,0
75,east,11.0,363.79,1,gold,72,0
65,north,11.0,467.3,0,platinum,55,1
22,north,12.0,410.59,0,basic,68,1
64,east,12.0,1634.84,1,silver,63,0
53,east,10.0,383.74,1,platinum,56,0
51,north,13.0,623.27,0,gold,9,0
29,east,16.0,375.77,1,silver,1,1
38,north,15.0,948.26,0,gold,53,0
38,north,11.0,945.56,0,basic,69,0
24,west,14.0,552.82,0,silver,40,0
37,south,11.0,896.57,0,platinum,52,0
27,south,17.0,1063.44,0,platinum,54,0
44,,7.0,437.34,0,platinum,61,1
68,east,8.0,599.93,0,silver,25,0
61,south,7.0,667.52,1,basic,42,1
33,west,13.0,829.73,1,silver,55,0
51,west,12.0,215.74,0,gold,34,1
69,east,8.0,296.52,0,basic,23,1
73,west,14.0,580.26,1,basic,71,0
35,south,14.0,661.57,0,gold,52,0
35,north,14.0,601.16,0,basic,69,0
21,south,13.0,310.66,2,basic,47,0
62,east,19.0,1078.53,0,basic,32,0
34,north,11.0,422.63,3,platinum,30,1
38,east,12.0,,2,silver,48,0
40,south,7.0,276.88,3,basic,25,1
23,north,11.0,464.54,2,silver,50,0
24,east,4.0,434.36,1,silver,40,1
51,east,8.0,,0,platinum,58,0
42,north,12.0,1183.55,1,basic,72,0
37,south,11.0,,0,silver,48,0
64,north,10.0,822.59,0,basic,12,0
30,south,8.0,403.1,2,platinum,61,1
42,west,14.0,572.29,2,silver,22,1
36,west,9.0,919.39,0,basic,31,0
46,north,16.0,660.9,1,platinum,13,0
25,north,24.0,282.67,1,gold,34,0
75,east,13.0,1710.95,1,silver,35,0
35,east,12.0,1406.24,1,silver,54,0
30,east,7.0,1173.59,1,gold,15,0
58,south,16.0,629.15,3,platinum,54,0
49,east,13.0,1388.96,1,silver,16,0
61,north,18.0,1293.89,0,platinum,39,0
75,north,14.0,1489.65,0,platinum,72,0
58,north,18.0,988.38,0,basic,29,0
46,south,19.0,470.53,0,gold,6,0
36,north,8.0,850.59,2,platinum,48,0
52,north,12.0,1398.54,2,basic,48,0
70,south,16.0,462.39,0,basic,50,0
49,north,14.0,764.79,3,basic,35,1
50,south,19.0,835.86,1,silver,25,0
24,north,15.0,594.16,0,basic,68,0
43,south,11.0,396.72,3,basic,44,0
59,east,11.0,812.74,3,basic,57,1
65,north,8.0,876.44,1,gold,44,1
70,south,11.0,801.79,1,basic,16,0
55,north,15.0,635.64,0,platinum,11,0
71,south,10.0,383.29,1,basic,70,0
21,west,15.0,331.69,0,silver,18,0
52,north,14.0,230.28,0,silver,25,0
32,east,10.0,1025.81,2,basic,54,1
38,south,7.0,292.02,0,basic,2,0
